date,country_name,cluster_name,contributor_name,market,Camel,Camel - Grade,Camel Price,Camel Image,Cattle,Cattle - Grade,Cattle - Price,Cattle Image,Goat,Goat - Grade,Goat - Price,Goat Image,Sheep,Sheep - Grade,Sheep Price,Sheep Image,gps_latitude,gps_longitude,gps_altitude,_review_status
2022-06-25,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/27498608?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656140963831.jpg,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/27498609?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656140990215.jpg,2.01026,37.50414667,515.1,Accepted
2022-05-07,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/26465171?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651903613658.jpg,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/26465170?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651903631786.jpg,2.010286667,37.50413667,546.9,Accepted
2022-01-22,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1000,http://classic.ona.io/api/v1/files/24424138?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642836519239.jpg,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/24424139?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642836537934.jpg,2.0104777,37.5037253,548.1,Accepted
2022-06-11,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/27161438?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654928777726.jpg,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/27161439?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654928800543.jpg,2.01035,37.503945,548.4,Accepted
2022-06-11,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),3200,http://classic.ona.io/api/v1/files/27161444?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654928858147.jpg,Yes,Moderate (Grade 2),5000,http://classic.ona.io/api/v1/files/27161445?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654928890766.jpg,2.010343333,37.50392167,548.1,Accepted
2022-05-28,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/26853955?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653722339219.jpg,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/26853956?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653722359519.jpg,2.010356667,37.50362333,540.8,Accepted
2022-06-25,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/27498551?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656140785421.jpg,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/27498552?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656140821972.jpg,2.010238333,37.50377833,512.7,Accepted
2022-01-08,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/24215097?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641622521009.jpg,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/24215098?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641622552859.jpg,2.0103615,37.504113,526.5,Accepted
2022-05-21,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/26681750?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653115318496.jpg,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/26681751?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653115339601.jpg,2.010266667,37.50399833,519.6,Accepted
2022-06-21,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/27368014?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655795850552.jpg,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/27368015?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655795885176.jpg,2.010388333,37.50411333,540.3,Accepted
2022-01-01,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/24144957?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641014287045.jpg,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/24144958?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1641014531672.jpg,2.0103021,37.5039386,546.7,Accepted
2022-04-02,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/25917633?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1648881591073.jpg,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/25917634?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1648881662549.jpg,2.010281667,37.50395,549.7,Accepted
2022-03-05,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/25142489?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646462315970.jpg,Yes,Emaciated (Grade 3),1300,http://classic.ona.io/api/v1/files/25142490?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646462353393.jpg,2.0102808,37.5039716,552.2,Accepted
2022-05-14,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1700,http://classic.ona.io/api/v1/files/26559824?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652510225503.jpg,Yes,Moderate (Grade 2),1400,http://classic.ona.io/api/v1/files/26559825?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652510254960.jpg,2.010311667,37.50401333,542,Accepted
2022-04-09,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1900,http://classic.ona.io/api/v1/files/26050431?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649487555192.jpg,Yes,Moderate (Grade 2),1600,http://classic.ona.io/api/v1/files/26050432?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649487579795.jpg,2.010125,37.50397833,564.2,Accepted
2022-01-15,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1600,http://classic.ona.io/api/v1/files/24308921?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642258886042.jpg,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/24308922?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642258917615.jpg,2.0079837,37.5064075,547.7,Accepted
2022-02-05,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1300,http://classic.ona.io/api/v1/files/24678452?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644041186967.jpg,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/24678453?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644041230241.jpg,2.0104334,37.5040216,542,Accepted
2022-04-30,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/26387318?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651301032815.jpg,Yes,Moderate (Grade 2),1700,http://classic.ona.io/api/v1/files/26387319?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651301059082.jpg,2.01033,37.50406833,560,Accepted
2022-04-02,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/25917629?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1648881499481.jpg,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/25917630?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1648881523467.jpg,2.010276667,37.50395833,549.8,Accepted
2022-02-19,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/24826183?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645254638258.jpg,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/24826184?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645254658856.jpg,2.0104178,37.5040836,552.5,Accepted
2022-03-05,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2700,http://classic.ona.io/api/v1/files/25142374?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646461498247.jpg,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/25142375?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646461586177.jpg,2.0103064,37.5041086,551.8,Accepted
2022-03-05,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1600,http://classic.ona.io/api/v1/files/25142380?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646461372614.jpg,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/25142381?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646461417053.jpg,2.0103105,37.5040623,551.3,Accepted
2022-02-19,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/24826181?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645254518601.jpg,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/24826182?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645254556904.jpg,2.0104292,37.5040614,553,Accepted
2022-05-14,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/26559826?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652510459308.jpg,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/26559827?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652510486061.jpg,2.010268333,37.50402167,541.6,Accepted
2022-05-28,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/26853961?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653722579785.jpg,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/26853962?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653722602033.jpg,2.010356667,37.50371167,543.9,Accepted
2022-01-15,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/24308924?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642258686761.jpg,Yes,Moderate (Grade 2),1400,http://classic.ona.io/api/v1/files/24308925?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642258705015.jpg,2.0088337,37.5060679,274.2,Accepted
2022-05-21,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/26681737?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653114954738.jpg,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/26681738?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653114970409.jpg,2.010306667,37.50393167,513,Accepted
2022-02-26,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Emaciated (Grade 3),1500,http://classic.ona.io/api/v1/files/24975653?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645857221894.jpg,No,,,,2.0103329,37.5039827,549.6,Accepted
2022-05-21,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1600,http://classic.ona.io/api/v1/files/26681742?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653115113255.jpg,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/26681743?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653115155810.jpg,2.010325,37.50390333,514.2,Accepted
2022-06-06,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2700,http://classic.ona.io/api/v1/files/27050975?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654498467602.jpg,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/27050976?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654498504176.jpg,2.010313333,37.50400833,545.3,Accepted
2022-03-19,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2600,http://classic.ona.io/api/v1/files/25533061?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647674186938.jpg,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/25533062?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647674251780.jpg,2.010268333,37.503755,574.8,Accepted
2022-03-26,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/25735188?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1648275281428.jpg,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/25735187?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1648275312966.jpg,2.010328333,37.50400667,556.5,Accepted
2022-02-26,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/24975649?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645856896581.jpg,No,,,,2.0103712,37.5040395,553,Accepted
2022-04-30,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/26387244?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651300514167.jpg,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/26387243?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1651300558834.jpg,2.01029,37.50403167,553.9,Accepted
2022-02-26,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/24975651?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645857107978.jpg,No,,,,2.0103419,37.5040649,549.5,Accepted
2022-06-11,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/27161450?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654928976928.jpg,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/27161451?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654929018423.jpg,2.01041,37.50396667,548.1,Accepted
2022-04-09,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2300,http://classic.ona.io/api/v1/files/26050412?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649487164982.jpg,Yes,Moderate (Grade 2),1700,http://classic.ona.io/api/v1/files/26050413?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649487210517.jpg,2.010068333,37.50380833,567.8,Accepted
2022-04-16,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/26178223?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650090260957.jpg,Yes,Emaciated (Grade 3),1800,http://classic.ona.io/api/v1/files/26178224?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1650090291099.jpg,2.010471667,37.50409667,567.9,Accepted
2022-02-12,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/24753786?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644647379992.jpg,Yes,Moderate (Grade 2),1100,http://classic.ona.io/api/v1/files/24753787?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644647414222.jpg,2.010374,37.5040416,549.9,Accepted
2022-02-26,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Emaciated (Grade 3),1200,http://classic.ona.io/api/v1/files/24975664?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645857360068.jpg,No,,,,2.0103955,37.503978,550.2,Accepted
2022-01-29,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/24553680?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643441041121.jpg,Yes,Moderate (Grade 2),1400,http://classic.ona.io/api/v1/files/24553681?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1643441132326.jpg,2.0103901,37.5036291,560.3,Accepted
2022-06-21,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/27367988?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655795648459.jpg,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/27367989?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1655795677255.jpg,2.010453333,37.50404,539.9,Accepted
2022-05-21,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2100,http://classic.ona.io/api/v1/files/26681744?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653115213598.jpg,Yes,Moderate (Grade 2),1700,http://classic.ona.io/api/v1/files/26681745?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653115264362.jpg,2.010385,37.50395,515.2,Accepted
2022-02-26,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1300,http://classic.ona.io/api/v1/files/24975650?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1645856989257.jpg,No,,,,2.01036,37.5040667,550.8,Accepted
2022-03-19,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2400,http://classic.ona.io/api/v1/files/25532920?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647672705070.jpg,Yes,Moderate (Grade 2),3000,http://classic.ona.io/api/v1/files/25532921?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647672752539.jpg,2.010308333,37.50391,563.2,Accepted
2022-02-05,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1700,http://classic.ona.io/api/v1/files/24678456?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644041484781.jpg,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/24678457?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644041679407.jpg,2.0101767,37.5038785,543.1,Accepted
2022-02-12,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1300,http://classic.ona.io/api/v1/files/24753783?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644647194420.jpg,Yes,Moderate (Grade 2),1200,http://classic.ona.io/api/v1/files/24753782?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1644647226931.jpg,2.0103725,37.5039752,550.7,Accepted
2022-06-06,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2500,http://classic.ona.io/api/v1/files/27050972?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654498327831.jpg,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/27050973?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1654498355216.jpg,2.010166667,37.50401167,545.1,Accepted
2022-05-14,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/26559819?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1652510140182.jpg,No,,,,2.010253333,37.503995,541.8,Accepted
2022-04-09,Kenya,Korr,Bulewa Bartolemeo,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1600,http://classic.ona.io/api/v1/files/26050537?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649488136227.jpg,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/26050538?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1649488152823.jpg,2.010233333,37.50384833,563.4,Accepted
2022-05-28,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,No,,,,Yes,Emaciated (Grade 3),1500,http://classic.ona.io/api/v1/files/26854036?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653723287113.jpg,2.0102978,37.5039906,523.1,Accepted
2022-03-19,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2000,http://classic.ona.io/api/v1/files/25532819?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1647671943607.jpg,No,,,,2.010381667,37.50388167,550,Accepted
2022-05-21,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Fat (Grade 1),2300,http://classic.ona.io/api/v1/files/26681968?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653117495900.jpg,No,,,,2.0103433,37.5039517,546.9,Accepted
2022-05-28,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),3800,http://classic.ona.io/api/v1/files/26853940?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653722533259.jpg,No,,,,2.010372,37.5039784,520.8,Accepted
2022-06-25,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),2800,http://classic.ona.io/api/v1/files/27499589?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1656144188513.jpg,2.0103844,37.503988,523.8,Accepted
2022-05-21,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,No,,,,Yes,Moderate (Grade 2),1500,http://classic.ona.io/api/v1/files/26681998?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653117711552.jpg,2.0103683,37.5039583,546.9,Accepted
2022-05-28,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Fat (Grade 1),2500,http://classic.ona.io/api/v1/files/26853944?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1653722601853.jpg,No,,,,2.010424,37.5039778,518.9,Accepted
2022-03-05,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),1800,http://classic.ona.io/api/v1/files/25142491?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646462413115.jpg,Yes,Moderate (Grade 2),2200,http://classic.ona.io/api/v1/files/25142492?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1646462449883.jpg,2.0103132,37.5040374,552.4,Accepted
2022-01-22,Kenya,Korr,Gudere Shindes,Korr,No,,,,No,,,,Yes,Moderate (Grade 2),2900,http://classic.ona.io/api/v1/files/24424407?filename=kaznet/attachments/608475_livestock_price_quality_2021_07_19/1642838753763.jpg,No,,,,2.010426667,37.503625,546.9,Accepted
